Temperaturmålinger fra Åbjøra.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Tid,Ug,Pg,Qg,If,Spor-temp,Blikk-temp,W-luft temp,K-luft temp,K vann inn,K vann ut,It,Ug[pu],Pg[pu],Qg[pu],If[pu],It[pu]
,3/13/2017 5:41,10.550977,60.549701,5.921093,732.666016,44.604492,40.526367,24.213867,14.018555,3.823242,5.862305,3329.088525,0.959179727,0.587861175,0.05748634,0.687949311,0.615813638
,3/13/2017 5:42,10.550977,60.698659,5.921093,733.59375,44.604492,40.526367,24.213867,14.018555,3.823242,5.862305,3337.200917,0.959179727,0.589307369,0.05748634,0.688820423,0.617314265
,3/13/2017 5:43,10.550977,60.746141,5.921093,733.59375,44.604492,40.526367,24.213867,14.018555,3.823242,5.862305,3339.786871,0.959179727,0.589768359,0.05748634,0.688820423,0.617792614
,3/13/2017 5:44,10.550977,60.65118,5.705105,731.328125,44.604492,40.526367,24.213867,14.018555,3.823242,5.862305,3333.487537,0.959179727,0.588846408,0.055389369,0.686693075,0.616627365
,3/13/2017 5:45,10.550977,60.476153,5.692071,728.90625,44.604492,41.71582,24.213867,14.018555,3.823242,5.862305,3323.88535,0.959179727,0.587147117,0.055262825,0.684419014,0.614851156
,3/13/2017 5:46,10.550977,60.244337,5.976952,728.90625,44.604492,42.56543,24.213867,14.018555,3.823242,5.862305,3312.759082,0.959179727,0.584896476,0.05802866,0.684419014,0.612793023
,3/13/2017 5:47,10.550977,59.965971,5.850338,728.90625,44.604492,42.56543,24.213867,14.018555,3.823242,5.862305,3296.921682,0.959179727,0.582193893,0.056799398,0.684419014,0.609863426
,3/13/2017 5:48,10.550977,59.785359,5.530079,728.90625,44.604492,42.56543,24.213867,14.018555,3.823242,5.862305,3285.424987,0.959179727,0.580440379,0.053690087,0.684419014,0.607736772
,3/13/2017 5:49,10.550977,59.652228,5.585938,728.90625,44.876367,42.56543,24.213867,14.018555,3.823242,5.862305,3278.454651,0.959179727,0.579147845,0.054232408,0.684419014,0.606447401
,3/13/2017 5:50,10.550977,59.172768,5.911784,728.90625,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3254.05792,0.959179727,0.574492893,0.057395961,0.684419014,0.601934502
,3/13/2017 5:51,10.550977,59.299382,6.418242,728.90625,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3263.817732,0.959179727,0.575722155,0.062313029,0.684419014,0.603739869
,3/13/2017 5:52,10.550977,59.367344,4.904453,728.90625,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3259.65213,0.959179727,0.576381981,0.047616049,0.684419014,0.602969317
,3/13/2017 5:53,10.550977,59.397136,4.748047,722.34375,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3260.583688,0.959179727,0.576671223,0.046097544,0.678257042,0.603141637
,3/13/2017 5:54,10.550977,59.433446,4.748047,721.875,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3262.56426,0.959179727,0.577023748,0.046097544,0.677816901,0.603508002
,3/13/2017 5:55,10.550977,59.428789,3.881295,717.089844,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3258.87593,0.959179727,0.576978534,0.037682476,0.673323797,0.602825736
,3/13/2017 5:56,10.550977,59.404583,3.943671,716.015625,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3257.778507,0.959179727,0.576743524,0.038288068,0.672315141,0.602622735
,3/13/2017 5:57,10.550977,59.374793,4.250899,716.015625,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3257.309338,0.959179727,0.576454301,0.041270864,0.672315141,0.602535949
,3/13/2017 5:58,10.550977,59.463236,4.735945,719.990234,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3264.136554,0.959179727,0.577312971,0.045980049,0.676047168,0.603798845
,3/13/2017 5:59,10.550977,60.110275,4.706152,722.460938,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3299.304362,0.959179727,0.583594903,0.045690796,0.678367078,0.610304174
,3/13/2017 6:00,10.550977,65.331265,5.286158,739.960938,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,3586.615157,0.959179727,0.634284126,0.051321922,0.694799003,0.663450825
,3/13/2017 6:01,10.550977,79.066154,7.235651,804.814453,46.643555,42.56543,24.213867,14.018555,3.823242,5.862305,4344.585019,0.959179727,0.767632563,0.070249039,0.755694322,0.803659826
,3/13/2017 6:02,10.550977,83.274228,8.208534,823.974609,46.643555,42.56543,24.213867,15.208008,3.823242,5.862305,4578.856559,0.959179727,0.80848765,0.079694505,0.773685079,0.846995294
,3/13/2017 6:03,10.550977,84.370933,8.936568,832.509766,47.391211,42.56543,24.213867,16.057617,3.823242,5.862305,4642.609629,0.959179727,0.819135272,0.086762796,0.781699311,0.858788315
,3/13/2017 6:04,10.550977,85.334507,9.132079,839.648438,48.682617,42.56543,24.587695,16.057617,3.823242,5.862305,4696.172787,0.959179727,0.828490359,0.088660961,0.788402289,0.868696409
,3/13/2017 6:05,10.550977,85.573771,9.203761,840.195312,48.682617,42.56543,26.25293,16.057617,3.823242,5.862305,4709.609045,0.959179727,0.830813311,0.089356903,0.788915786,0.871181843
,3/13/2017 6:06,10.550977,85.241409,9.635744,844.042969,49.87207,42.56543,26.25293,16.057617,3.823242,5.862305,4694.123222,0.959179727,0.827586495,0.093550913,0.792528609,0.868317281
,3/13/2017 6:07,10.550977,85.408987,9.961586,847.353516,50.72168,42.56543,26.25293,16.057617,3.823242,5.862305,4705.267433,0.959179727,0.829213466,0.096714427,0.795637104,0.870378733
,3/13/2017 6:08,10.550977,86.331599,10.50156,852.539062,50.72168,42.56543,26.25293,16.057617,3.823242,5.862305,4758.893958,0.959179727,0.838170864,0.101956893,0.800506162,0.880298549
,3/13/2017 6:09,10.550977,86.637895,11.191425,857.548828,51.707227,42.56543,26.25293,16.057617,3.823242,5.862305,4780.221627,0.959179727,0.841144612,0.108654612,0.805210167,0.884243734
,3/13/2017 6:10,10.550977,87.08477,11.227734,861.435547,52.760742,42.56543,26.25293,16.057617,3.823242,5.862305,4804.727841,0.959179727,0.845483204,0.109007126,0.808859669,0.888776885
,3/13/2017 6:11,10.550977,87.08477,10.901889,861.914062,52.760742,43.992773,26.25293,16.057617,3.823242,5.862305,4802.480436,0.959179727,0.845483204,0.105843583,0.809308978,0.888361161
,3/13/2017 6:12,10.550977,87.08477,10.83672,858.837891,52.760742,44.604492,26.25293,16.057617,3.823242,5.862305,4802.038774,0.959179727,0.845483204,0.105210874,0.806420555,0.888279462
,3/13/2017 6:13,10.550977,86.521519,10.493186,855.410156,54.561914,44.604492,26.25293,16.057617,3.823242,5.862305,4769.155325,0.959179727,0.840014748,0.101875592,0.803202024,0.882196694
,3/13/2017 6:14,10.550977,86.470314,10.687764,854.296875,54.799805,44.604492,26.25293,16.057617,3.823242,5.862305,4767.668139,0.959179727,0.839517612,0.103764699,0.80215669,0.881921594
,3/13/2017 6:15,10.550977,86.470314,10.892582,854.296875,54.799805,44.604492,26.25293,16.057617,3.823242,5.862305,4769.055919,0.959179727,0.839517612,0.105753223,0.80215669,0.882178305
,3/13/2017 6:16,10.550977,85.633357,10.892582,854.296875,54.799805,44.604492,26.25293,16.057617,3.823242,5.862305,4723.620136,0.959179727,0.831391816,0.105753223,0.80215669,0.87377361
,3/13/2017 6:17,10.550977,85.042177,10.697074,851.123047,54.799805,44.604492,26.25293,16.057617,3.823242,5.862305,4690.183902,0.959179727,0.825652204,0.103855087,0.79917657,0.867588587
,3/13/2017 6:18,10.550977,85.129692,9.719532,846.679688,56.634961,44.604492,26.25293,16.057617,3.823242,5.862305,4688.566676,0.959179727,0.826501864,0.094364388,0.795004402,0.867289433
